"","Year","Location","Average_Income_from_All_Sources_collected","Median_Income_from_All_Sources_collected","Number_of_households","Scene","Offence","Measure","Value","Flags"
"253",2013,"Total New Zealand",1534,1318,1442,"Total Scene","Property damage and environmental pollution","Recorded",45577,NA
"254",2013,"Total New Zealand",1534,1318,1442,"Total Scene","Public order offences","Recorded",35850,NA
"255",2013,"Total New Zealand",1534,1318,1442,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",14425,NA
"256",2013,"Total New Zealand",1534,1318,1442,"Total Scene","Miscellaneous offences","Recorded",1359,NA
"257",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Total Offences","Recorded",350389,NA
"258",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Homicide and related offences","Recorded",66,NA
"259",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Acts intended to cause injury","Recorded",39944,NA
"260",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Sexual assault and related offences","Recorded",4056,NA
"261",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",737,NA
"262",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",15024,NA
"263",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Robbery, extortion and related offences","Recorded",2140,NA
"264",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",53265,NA
"265",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Theft and related offences","Recorded",119323,NA
"266",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Fraud, deception and related offences","Recorded",9037,NA
"267",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Illicit drug offences","Recorded",16543,NA
"268",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",5791,NA
"269",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Property damage and environmental pollution","Recorded",40358,NA
"270",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Public order offences","Recorded",26751,NA
"271",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",16085,NA
"272",2014,"Total New Zealand",1633,1378,1454.1,"Total Scene","Miscellaneous offences","Recorded",1269,NA
"273",1998,"Auckland District",1066,900,368.5,"Total Scene","Total Offences","Recorded",57320,NA
"274",1998,"Auckland District",1066,900,368.5,"Total Scene","Homicide and related offences","Recorded",11,NA
"275",1998,"Auckland District",1066,900,368.5,"Total Scene","Acts intended to cause injury","Recorded",2963,NA
"276",1998,"Auckland District",1066,900,368.5,"Total Scene","Sexual assault and related offences","Recorded",167,NA
"277",1998,"Auckland District",1066,900,368.5,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",35,NA
"278",1998,"Auckland District",1066,900,368.5,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",784,NA
"279",1998,"Auckland District",1066,900,368.5,"Total Scene","Robbery, extortion and related offences","Recorded",391,NA
"280",1998,"Auckland District",1066,900,368.5,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",10021,NA
"281",1998,"Auckland District",1066,900,368.5,"Total Scene","Theft and related offences","Recorded",24732,NA
"282",1998,"Auckland District",1066,900,368.5,"Total Scene","Fraud, deception and related offences","Recorded",3904,NA
"283",1998,"Auckland District",1066,900,368.5,"Total Scene","Illicit drug offences","Recorded",2639,NA
"284",1998,"Auckland District",1066,900,368.5,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",581,NA
"285",1998,"Auckland District",1066,900,368.5,"Total Scene","Property damage and environmental pollution","Recorded",4279,NA
"286",1998,"Auckland District",1066,900,368.5,"Total Scene","Public order offences","Recorded",5002,NA
"287",1998,"Auckland District",1066,900,368.5,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1502,NA
"288",1998,"Auckland District",1066,900,368.5,"Total Scene","Miscellaneous offences","Recorded",309,NA
"289",1999,"Auckland District",1074,914,376.8,"Total Scene","Total Offences","Recorded",52532,NA
"290",1999,"Auckland District",1074,914,376.8,"Total Scene","Homicide and related offences","Recorded",5,NA
"291",1999,"Auckland District",1074,914,376.8,"Total Scene","Acts intended to cause injury","Recorded",2886,NA
"292",1999,"Auckland District",1074,914,376.8,"Total Scene","Sexual assault and related offences","Recorded",148,NA
"293",1999,"Auckland District",1074,914,376.8,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",35,NA
"294",1999,"Auckland District",1074,914,376.8,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",742,NA
"295",1999,"Auckland District",1074,914,376.8,"Total Scene","Robbery, extortion and related offences","Recorded",332,NA
"296",1999,"Auckland District",1074,914,376.8,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",9351,NA
"297",1999,"Auckland District",1074,914,376.8,"Total Scene","Theft and related offences","Recorded",22163,NA
"298",1999,"Auckland District",1074,914,376.8,"Total Scene","Fraud, deception and related offences","Recorded",3444,NA
"299",1999,"Auckland District",1074,914,376.8,"Total Scene","Illicit drug offences","Recorded",2508,NA
"300",1999,"Auckland District",1074,914,376.8,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",523,NA
"301",1999,"Auckland District",1074,914,376.8,"Total Scene","Property damage and environmental pollution","Recorded",3562,NA
"302",1999,"Auckland District",1074,914,376.8,"Total Scene","Public order offences","Recorded",4833,NA
"303",1999,"Auckland District",1074,914,376.8,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1683,NA
"304",1999,"Auckland District",1074,914,376.8,"Total Scene","Miscellaneous offences","Recorded",317,NA
"305",2000,"Auckland District",1097,921,384.1,"Total Scene","Total Offences","Recorded",54062,NA
"306",2000,"Auckland District",1097,921,384.1,"Total Scene","Homicide and related offences","Recorded",7,NA
"307",2000,"Auckland District",1097,921,384.1,"Total Scene","Acts intended to cause injury","Recorded",2933,NA
"308",2000,"Auckland District",1097,921,384.1,"Total Scene","Sexual assault and related offences","Recorded",283,NA
"309",2000,"Auckland District",1097,921,384.1,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",50,NA
"310",2000,"Auckland District",1097,921,384.1,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",758,NA
"311",2000,"Auckland District",1097,921,384.1,"Total Scene","Robbery, extortion and related offences","Recorded",383,NA
"312",2000,"Auckland District",1097,921,384.1,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",8827,NA
"313",2000,"Auckland District",1097,921,384.1,"Total Scene","Theft and related offences","Recorded",22582,NA
"314",2000,"Auckland District",1097,921,384.1,"Total Scene","Fraud, deception and related offences","Recorded",4857,NA
"315",2000,"Auckland District",1097,921,384.1,"Total Scene","Illicit drug offences","Recorded",2383,NA
"316",2000,"Auckland District",1097,921,384.1,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",535,NA
"317",2000,"Auckland District",1097,921,384.1,"Total Scene","Property damage and environmental pollution","Recorded",3686,NA
"318",2000,"Auckland District",1097,921,384.1,"Total Scene","Public order offences","Recorded",4752,NA
"319",2000,"Auckland District",1097,921,384.1,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1750,NA
"320",2000,"Auckland District",1097,921,384.1,"Total Scene","Miscellaneous offences","Recorded",276,NA
"321",2001,"Auckland District",1162,955,381.7,"Total Scene","Total Offences","Recorded",57622,NA
"322",2001,"Auckland District",1162,955,381.7,"Total Scene","Homicide and related offences","Recorded",10,NA
"323",2001,"Auckland District",1162,955,381.7,"Total Scene","Acts intended to cause injury","Recorded",3350,NA
"324",2001,"Auckland District",1162,955,381.7,"Total Scene","Sexual assault and related offences","Recorded",187,NA
"325",2001,"Auckland District",1162,955,381.7,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",76,NA
"326",2001,"Auckland District",1162,955,381.7,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",963,NA
"327",2001,"Auckland District",1162,955,381.7,"Total Scene","Robbery, extortion and related offences","Recorded",381,NA
"328",2001,"Auckland District",1162,955,381.7,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",9252,NA
"329",2001,"Auckland District",1162,955,381.7,"Total Scene","Theft and related offences","Recorded",24157,NA
"330",2001,"Auckland District",1162,955,381.7,"Total Scene","Fraud, deception and related offences","Recorded",4690,NA
"331",2001,"Auckland District",1162,955,381.7,"Total Scene","Illicit drug offences","Recorded",2282,NA
"332",2001,"Auckland District",1162,955,381.7,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",630,NA
"333",2001,"Auckland District",1162,955,381.7,"Total Scene","Property damage and environmental pollution","Recorded",3931,NA
"334",2001,"Auckland District",1162,955,381.7,"Total Scene","Public order offences","Recorded",5694,NA
"335",2001,"Auckland District",1162,955,381.7,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1755,NA
"336",2001,"Auckland District",1162,955,381.7,"Total Scene","Miscellaneous offences","Recorded",264,NA
"337",2002,"Auckland District",1206,1034,395.5,"Total Scene","Total Offences","Recorded",59621,NA
"338",2002,"Auckland District",1206,1034,395.5,"Total Scene","Homicide and related offences","Recorded",6,NA
"339",2002,"Auckland District",1206,1034,395.5,"Total Scene","Acts intended to cause injury","Recorded",3073,NA
"340",2002,"Auckland District",1206,1034,395.5,"Total Scene","Sexual assault and related offences","Recorded",211,NA
"341",2002,"Auckland District",1206,1034,395.5,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",55,NA
"342",2002,"Auckland District",1206,1034,395.5,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",872,NA
"343",2002,"Auckland District",1206,1034,395.5,"Total Scene","Robbery, extortion and related offences","Recorded",450,NA
"344",2002,"Auckland District",1206,1034,395.5,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",8470,NA
"345",2002,"Auckland District",1206,1034,395.5,"Total Scene","Theft and related offences","Recorded",25167,NA
"346",2002,"Auckland District",1206,1034,395.5,"Total Scene","Fraud, deception and related offences","Recorded",5696,NA
"347",2002,"Auckland District",1206,1034,395.5,"Total Scene","Illicit drug offences","Recorded",2427,NA
"348",2002,"Auckland District",1206,1034,395.5,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",680,NA
"349",2002,"Auckland District",1206,1034,395.5,"Total Scene","Property damage and environmental pollution","Recorded",3927,NA
"350",2002,"Auckland District",1206,1034,395.5,"Total Scene","Public order offences","Recorded",6219,NA
"351",2002,"Auckland District",1206,1034,395.5,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1980,NA
"352",2002,"Auckland District",1206,1034,395.5,"Total Scene","Miscellaneous offences","Recorded",388,NA
"353",2003,"Auckland District",1264,1030,412.8,"Total Scene","Total Offences","Recorded",60769,NA
"354",2003,"Auckland District",1264,1030,412.8,"Total Scene","Homicide and related offences","Recorded",6,NA
"355",2003,"Auckland District",1264,1030,412.8,"Total Scene","Acts intended to cause injury","Recorded",3102,NA
"356",2003,"Auckland District",1264,1030,412.8,"Total Scene","Sexual assault and related offences","Recorded",214,NA
"357",2003,"Auckland District",1264,1030,412.8,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",49,NA
"358",2003,"Auckland District",1264,1030,412.8,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1081,NA
"359",2003,"Auckland District",1264,1030,412.8,"Total Scene","Robbery, extortion and related offences","Recorded",584,NA
"360",2003,"Auckland District",1264,1030,412.8,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",9412,NA
"361",2003,"Auckland District",1264,1030,412.8,"Total Scene","Theft and related offences","Recorded",25006,NA
"362",2003,"Auckland District",1264,1030,412.8,"Total Scene","Fraud, deception and related offences","Recorded",4690,NA
"363",2003,"Auckland District",1264,1030,412.8,"Total Scene","Illicit drug offences","Recorded",2681,NA
"364",2003,"Auckland District",1264,1030,412.8,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",829,NA
"365",2003,"Auckland District",1264,1030,412.8,"Total Scene","Property damage and environmental pollution","Recorded",3977,NA
"366",2003,"Auckland District",1264,1030,412.8,"Total Scene","Public order offences","Recorded",6426,NA
"367",2003,"Auckland District",1264,1030,412.8,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",2057,NA
"368",2003,"Auckland District",1264,1030,412.8,"Total Scene","Miscellaneous offences","Recorded",655,NA
"369",2004,"Auckland District",1362,1072,428.7,"Total Scene","Total Offences","Recorded",53555,NA
"370",2004,"Auckland District",1362,1072,428.7,"Total Scene","Homicide and related offences","Recorded",4,NA
