"","Location","Scene","Offence","Year","Measure","Value","Flags"
"2924","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",1999,"Recorded",568,NA
"2925","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2000,"Recorded",482,NA
"2926","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2001,"Recorded",505,NA
"2927","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2002,"Recorded",599,NA
"2928","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2003,"Recorded",664,NA
"2929","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2004,"Recorded",637,NA
"2930","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2005,"Recorded",633,NA
"2931","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2006,"Recorded",793,NA
"2932","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2007,"Recorded",701,NA
"2933","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2008,"Recorded",722,NA
"2934","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2009,"Recorded",670,NA
"2935","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2010,"Recorded",570,NA
"2936","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2011,"Recorded",490,NA
"2937","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2012,"Recorded",476,NA
"2938","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2013,"Recorded",485,NA
"2939","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",2014,"Recorded",495,NA
"2940","Wellington District","Total Scene","Property damage and environmental pollution",1994,"Recorded",5639,NA
"2941","Wellington District","Total Scene","Property damage and environmental pollution",1995,"Recorded",5355,NA
"2942","Wellington District","Total Scene","Property damage and environmental pollution",1996,"Recorded",5774,NA
"2943","Wellington District","Total Scene","Property damage and environmental pollution",1997,"Recorded",5108,NA
"2944","Wellington District","Total Scene","Property damage and environmental pollution",1998,"Recorded",4670,NA
"2945","Wellington District","Total Scene","Property damage and environmental pollution",1999,"Recorded",4572,NA
"2946","Wellington District","Total Scene","Property damage and environmental pollution",2000,"Recorded",5008,NA
"2947","Wellington District","Total Scene","Property damage and environmental pollution",2001,"Recorded",5292,NA
"2948","Wellington District","Total Scene","Property damage and environmental pollution",2002,"Recorded",4995,NA
"2949","Wellington District","Total Scene","Property damage and environmental pollution",2003,"Recorded",5536,NA
"2950","Wellington District","Total Scene","Property damage and environmental pollution",2004,"Recorded",5664,NA
"2951","Wellington District","Total Scene","Property damage and environmental pollution",2005,"Recorded",6132,NA
"2952","Wellington District","Total Scene","Property damage and environmental pollution",2006,"Recorded",6945,NA
"2953","Wellington District","Total Scene","Property damage and environmental pollution",2007,"Recorded",7102,NA
"2954","Wellington District","Total Scene","Property damage and environmental pollution",2008,"Recorded",8251,NA
"2955","Wellington District","Total Scene","Property damage and environmental pollution",2009,"Recorded",7959,NA
"2956","Wellington District","Total Scene","Property damage and environmental pollution",2010,"Recorded",7673,NA
"2957","Wellington District","Total Scene","Property damage and environmental pollution",2011,"Recorded",6814,NA
"2958","Wellington District","Total Scene","Property damage and environmental pollution",2012,"Recorded",5975,NA
"2959","Wellington District","Total Scene","Property damage and environmental pollution",2013,"Recorded",5210,NA
"2960","Wellington District","Total Scene","Property damage and environmental pollution",2014,"Recorded",5110,NA
"2961","Wellington District","Total Scene","Public order offences",1994,"Recorded",3428,NA
"2962","Wellington District","Total Scene","Public order offences",1995,"Recorded",3728,NA
"2963","Wellington District","Total Scene","Public order offences",1996,"Recorded",4119,NA
"2964","Wellington District","Total Scene","Public order offences",1997,"Recorded",3715,NA
"2965","Wellington District","Total Scene","Public order offences",1998,"Recorded",3796,NA
"2966","Wellington District","Total Scene","Public order offences",1999,"Recorded",3546,NA
"2967","Wellington District","Total Scene","Public order offences",2000,"Recorded",3695,NA
"2968","Wellington District","Total Scene","Public order offences",2001,"Recorded",3552,NA
"2969","Wellington District","Total Scene","Public order offences",2002,"Recorded",3479,NA
"2970","Wellington District","Total Scene","Public order offences",2003,"Recorded",3523,NA
"2971","Wellington District","Total Scene","Public order offences",2004,"Recorded",3426,NA
"2972","Wellington District","Total Scene","Public order offences",2005,"Recorded",3523,NA
"2973","Wellington District","Total Scene","Public order offences",2006,"Recorded",3528,NA
"2974","Wellington District","Total Scene","Public order offences",2007,"Recorded",4200,NA
"2975","Wellington District","Total Scene","Public order offences",2008,"Recorded",4517,NA
"2976","Wellington District","Total Scene","Public order offences",2009,"Recorded",5108,NA
"2977","Wellington District","Total Scene","Public order offences",2010,"Recorded",4342,NA
"2978","Wellington District","Total Scene","Public order offences",2011,"Recorded",4056,NA
"2979","Wellington District","Total Scene","Public order offences",2012,"Recorded",3807,NA
"2980","Wellington District","Total Scene","Public order offences",2013,"Recorded",3596,NA
"2981","Wellington District","Total Scene","Public order offences",2014,"Recorded",2838,NA
"2982","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",1994,"Recorded",1639,NA
"2983","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",1995,"Recorded",1814,NA
"2984","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",1996,"Recorded",2123,NA
"2985","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",1997,"Recorded",2274,NA
"2986","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",1998,"Recorded",2392,NA
"2987","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",1999,"Recorded",2615,NA
"2988","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2000,"Recorded",2841,NA
"2989","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2001,"Recorded",3430,NA
"2990","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2002,"Recorded",3478,NA
"2991","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2003,"Recorded",3399,NA
"2992","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2004,"Recorded",2466,NA
"2993","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2005,"Recorded",2512,NA
"2994","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2006,"Recorded",2345,NA
"2995","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2007,"Recorded",2586,NA
"2996","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2008,"Recorded",2364,NA
"2997","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2009,"Recorded",2190,NA
"2998","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2010,"Recorded",1960,NA
"2999","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2011,"Recorded",1810,NA
"3000","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2012,"Recorded",1459,NA
"3001","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2013,"Recorded",1058,NA
"3002","Wellington District","Total Scene","Offences against justice procedures, government security and government operations",2014,"Recorded",1295,NA
"3003","Wellington District","Total Scene","Miscellaneous offences",1994,"Recorded",228,NA
"3004","Wellington District","Total Scene","Miscellaneous offences",1995,"Recorded",203,NA
"3005","Wellington District","Total Scene","Miscellaneous offences",1996,"Recorded",202,NA
